"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2006-12"",2.84,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-01"",2.63,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-02"",2.82,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-03"",2.63,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-04"",3.91,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-05"",3.58,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-06"",3.14,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-07"",3.14,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-08"",3.2,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-09"",3.64,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-10"",3.88,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-11"",5.02,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2007-12"",4.55,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-01"",4.27,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-02"",4.26,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-03"",4.39,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-04"",4.51,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-05"",4.38,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-06"",4.2,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-07"",4.47,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-08"",4.08,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-09"",4.14,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-10"",4.25,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-11"",3.55,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2008-12"",1.9,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-01"",2.3,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-02"",1.09,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-03"",1.27,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-04"",1.12,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-05"",1.14,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-06"",1.2,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-07"",1.68,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-08"",1.7,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-09"",1.78,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-10"",1.81,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-11"",2.08,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2009-12"",1.86,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-01"",1.85,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-02"",1.94,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-03"",1.91,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-04"",1.73,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-05"",2.02,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-06"",3.69,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-07"",2.48,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-08"",2.44,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-09"",2.56,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-10"",2.75,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-11"",3.38,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2010-12"",4.94,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-01"",4.98,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-02"",4.84,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-03"",4.02,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-04"",3.94,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-05"",4.24,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-06"",5.91,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-07"",5.89,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-08"",5.19,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-09"",5.69,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-10"",5.67,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-11"",5.73,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2011-12"",5.57,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-01"",6.8,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-02"",5.36,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-03"",4.72,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-04"",4.37,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-05"",4.04,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-06"",3.7,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-07"",3.46,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-08"",3.59,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-09"",4.12,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-10"",3.78,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-11"",3.82,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2012-12"",3.97,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-01"",3.77,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-02"",3.71,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-03"",3.52,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-04"",3.63,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-05"",3.84,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-06"",6.65,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-07"",5.09,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-08"",5.4,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-09"",5.58,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-10"",5.14,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-11"",6.43,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2013-12"",6.96,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2014-01"",6.76,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2014-02"",5.14,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2014-03"",4.84,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2014-04"",4.64,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2014-05"",4.5,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2014-06"",4.59,"
"CHN,""STINT"",""TOT"",""PC_PA"",""M"",""2014-07"",4.57,"
